Title,City,State,Group,Ideology,Headquarters,Statewide,Year
National Alliance,Boston,Massachusetts,National Alliance,Neo-Nazi,,,2004
National Alliance,Charlotte,North Carolina,National Alliance,Neo-Nazi,,,2004
National Alliance,Chattanooga,Tennessee,National Alliance,Neo-Nazi,,,2004
National Alliance,Chicago,Illinois,National Alliance,Neo-Nazi,,,2004
National Alliance,Cincinnati,Ohio,National Alliance,Neo-Nazi,,,2004
National Alliance,Cleveland,Ohio,National Alliance,Neo-Nazi,,,2004
National Alliance,Colorado Springs,Colorado,National Alliance,Neo-Nazi,,,2004
National Alliance,Columbus,Ohio,National Alliance,Neo-Nazi,,,2004
National Alliance,Dallas/Ft Worth,Texas,National Alliance,Neo-Nazi,,,2004
National Alliance,Denver,Colorado,National Alliance,Neo-Nazi,,,2004
National Alliance,Douglas,Wyoming,National Alliance,Neo-Nazi,,,2004
National Alliance,Erie,Pennsylvania,National Alliance,Neo-Nazi,,,2004
National Alliance,Hathorne,Massachusetts,National Alliance,Neo-Nazi,,,2004
National Alliance,Herndon,Virginia,National Alliance,Neo-Nazi,,,2004
National Alliance,Hewitt,New Jersey,National Alliance,Neo-Nazi,,,2004
National Alliance,Hillsboro,West Virginia,National Alliance,Neo-Nazi,,,2004
National Alliance,Houston,Texas,National Alliance,Neo-Nazi,,,2004
National Alliance,Las Vegas,Nevada,National Alliance,Neo-Nazi,,,2004
National Alliance,Laurinburg,North Carolina,National Alliance,Neo-Nazi,,,2004
National Alliance,Lincoln,Arkansas,National Alliance,Neo-Nazi,,,2004
National Alliance,Lincoln,Nebraska,National Alliance,Neo-Nazi,,,2004
National Alliance,Memphis,Tennessee,National Alliance,Neo-Nazi,,,2004
National Alliance,Minneapolis/St Paul,Minnesota,National Alliance,Neo-Nazi,,,2004
National Alliance,Mobile,Alabama,National Alliance,Neo-Nazi,,,2004
National Alliance,Montgomery,Alabama,National Alliance,Neo-Nazi,,,2004
National Alliance,New Brunswick,New Jersey,National Alliance,Neo-Nazi,,,2004
National Alliance,New Orleans,Louisiana,National Alliance,Neo-Nazi,,,2004
National Alliance,Odessa/Midland,Texas,National Alliance,Neo-Nazi,,,2004
National Alliance,Omaha,Nebraska,National Alliance,Neo-Nazi,,,2004
National Alliance,Petosky,Michigan,National Alliance,Neo-Nazi,,,2004
National Alliance,Phoenix,Arizona,National Alliance,Neo-Nazi,,,2004
National Alliance,Plymouth,Michigan,National Alliance,Neo-Nazi,,,2004
National Alliance,Portage,Michigan,National Alliance,Neo-Nazi,,,2004
National Alliance,Raleigh,North Carolina,National Alliance,Neo-Nazi,,,2004
National Alliance,Riverside,California,National Alliance,Neo-Nazi,,,2004
National Alliance,Rochester,New York,National Alliance,Neo-Nazi,,,2004
National Alliance,Sacramento,California,National Alliance,Neo-Nazi,,,2004
National Alliance,Saginaw,Michigan,National Alliance,Neo-Nazi,,,2004
National Alliance,Salt Lake City,Utah,National Alliance,Neo-Nazi,,,2004
National Alliance,Savannah,Georgia,National Alliance,Neo-Nazi,,,2004
National Alliance,Schenectady,New York,National Alliance,Neo-Nazi,,,2004
National Alliance,Seattle/Tacoma,Washington,National Alliance,Neo-Nazi,,,2004
National Alliance,Siler City,North Carolina,National Alliance,Neo-Nazi,,,2004
National Alliance,Silverdale,Washington,National Alliance,Neo-Nazi,,,2004
National Alliance,Southhaven,Mississippi,National Alliance,Neo-Nazi,,,2004
National Alliance,St Louis,Missouri,National Alliance,Neo-Nazi,,,2004
National Alliance,Tampa,Florida,National Alliance,Neo-Nazi,,,2004
National Alliance,Traverse City,Michigan,National Alliance,Neo-Nazi,,,2004
National Alliance,Van Nuys,California,National Alliance,Neo-Nazi,,,2004
National Alliance,West Hurley,New York,National Alliance,Neo-Nazi,,,2004
National Alliance,Wilmington,North Carolina,National Alliance,Neo-Nazi,,,2004
National Alliance,York,Pennsylvania,National Alliance,Neo-Nazi,,,2004
National Association for the Advancement of White People,Callahan,Florida,,White Nationalist,,,2004
National Association for the Advancement of White People,Marrero,Louisiana,,White Nationalist,,,2004
National Association for the Advancement of White People,Tampa,Florida,,White Nationalist,,,2004
National Knights of the KKK,Blue Ridge,Texas,,Ku Klux Klan,,,2004
National Knights of the KKK,Cincinnati,Ohio,,Ku Klux Klan,,,2004
National Knights of the KKK,Coweta,Oklahoma,,Ku Klux Klan,,,2004
National Knights of the KKK,Kalamazoo,Michigan,,Ku Klux Klan,,,2004
National Knights of the KKK,Lexington,Kentucky,,Ku Klux Klan,,,2004
National Knights of the KKK,Mercer,Wisconsin,,Ku Klux Klan,,,2004
National Knights of the KKK,Mishiwaka,Indiana,,Ku Klux Klan,,,2004
National Knights of the KKK,Nashville,Tennessee,,Ku Klux Klan,,,2004
National Knights of the KKK,North Riverside,Illinois,,Ku Klux Klan,,,2004
National Knights of the KKK,Olathe,Colorado,,Ku Klux Klan,,,2004
National Knights of the KKK,Red Bay,Alabama,,Ku Klux Klan,,,2004
National Knights of the KKK,Silver Springs,Florida,,Ku Klux Klan,,,2004
National Knights of the KKK,South Bend,Indiana,,Ku Klux Klan,,,2004
National Knights of the KKK,Thorndale,Texas,,Ku Klux Klan,,,2004
National Knights of the KKK,,New Jersey,,Ku Klux Klan,,Yes,2004
National Knights of the KKK,,New York,,Ku Klux Klan,,Yes,2004
National Socialist German Workers Party,Lincoln,Nebraska,,Neo-Nazi,,,2004
National Socialist Movement,Athol,Idaho,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Augusta,Georgia,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Bethlehem,Pennsylvania,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Boston,Massachusetts,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Cadillac,Michigan,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Cincinnati,Ohio,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Covington,Ohio,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Elko,Nevada,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Enoree,South Carolina,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Eugene,Oregon,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Greensboro,North Carolina,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Harrisonburg,Virginia,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Hutchinson,Minnesota,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Hutchinson,Kansas,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Indianapolis,Indiana,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Lakewood,Ohio,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Lancaster,Ohio,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Las Vegas,Nevada,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Livingston,New Jersey,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Manchester,New Hampshire,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Marietta,Georgia,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Milwaukee,Wisconsin,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Minneapolis/St Paul,Minnesota,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Myerstown,Pennsylvania,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,North Riverside,Illinois,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Oaklyn,New Jersey,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Philadelphia,Pennsylvania,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Ramer,Tennessee,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Romney,West Virginia,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,San Francisco,California,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Scandia,Kansas,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Schiller Park,Illinois,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Sheboygan,Wisconsin,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Topeka,Kansas,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Tulsa,Oklahoma,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Wakarusa,Indiana,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Walton,Kansas,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,Witchita,Kansas,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,York,Pennsylvania,National Socialist Movement,Neo-Nazi,,,2004
National Socialist Movement,,Arkansas,National Socialist Movement,Neo-Nazi,,Yes,2004
National Socialist Movement,,Maine,National Socialist Movement,Neo-Nazi,,Yes,2004
National Socialist Movement/Skinhead Division,Newark,Delaware,,Neo-Nazi,,,2004
National Socialist Skinhead Front,Cheyenne,Wyoming,,Racist Skinhead,,,2004
National Socialist Skinhead Front,Ringgold,Virginia,,Racist Skinhead,,,2004
National Socialist Vanguard,The Dalles,Oregon,,Neo-Nazi,,,2004
Nationalist Free Press,Dandridge,Tennessee,,White Nationalist,,,2004
Nationalist Movement,Learned,Mississippi,,White Nationalist,,,2004
New Black Panther Party,Atlanta,Georgia,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Augusta,Georgia,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Bakersfield,California,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Baltimore,Maryland,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Baton Rouge,Louisiana,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Birmingham,Alabama,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Boston,Massachusetts,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Chicago,Illinois,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Cleveland,Ohio,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Columbia,South Carolina,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Dallas,Texas,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Detroit,Michigan,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Houston,Texas,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Jasper,Texas,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Las Vegas,Nevada,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Los Angeles,California,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,McComb,Mississippi,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Memphis,Tennessee,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,New Orleans,Louisiana,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,New York City,New York,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Newark,New Jersey,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Paterson,New Jersey,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Philadelphia,Pennsylvania,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Phoenix,Arizona,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Providence,Rhode Island,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Raleigh,North Carolina,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Rockford,Illinois,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Savannah,Georgia,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,St Louis,Missouri,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Trenton,New Jersey,New Black Panther Party,Black Separatist,,,2004
New Black Panther Party,Washington,District of Columbia,New Black Panther Party,Black Separatist,,,2004
New Jersey White Alliance,Old Bridge,New Jersey,,Racist Skinhead,,,2004
New Order,Milwaukee,Wisconsin,,Neo-Nazi,,,2004
NF Publications,Olympia,Washington,,General Hate,,,2004
Nordwave,Lake Worth,Florida,,Neo-Nazi,,,2004
North Georgia White Knights of the KKK,Ft. Oglethorpe,Georgia,,Ku Klux Klan,,,2004
Northern California Aryan Volk,Concord,California,,General Hate,,,2004
Northern Hammerskins,Detroit,Michigan,,Racist Skinhead,,,2004
Northwest Hammerskins,,Washington,,Racist Skinhead,,Yes,2004
Odium Books,Montecito,California,,General Hate,,,2004
Ohio State Skinheads,Columbus,Ohio,,Racist Skinhead,,,2004
Ohio State Skinheads,Lancaster,Ohio,,Racist Skinhead,,,2004
Orange County Assembly of Christ,Brea,California,,Christian Identity,,,2004
Order of St. Andrew,Southaven,Mississippi,,White Nationalist,,,2004
Orion Knights of the KKK,Grand Bay,Alabama,,Ku Klux Klan,,,2004
Orion Knights of the KKK,Malvern,Arkansas,,Ku Klux Klan,,,2004
Orion Knights of the KKK,Star,Mississippi,,Ku Klux Klan,,,2004
Panzerfaust Records,Newport,Minnesota,,General Hate,,,2004
Peach State Skins,,Georgia,,Racist Skinhead,,Yes,2004
Pioneer Fund,New York,New York,,White Nationalist,,,2004
Power of Prophecy,Austin,Texas,,General Hate,,,2004
Pride and Honor,Wells,Michigan,,White Nationalist,,,2004
Racial Nationalist Party of America,Lockport,New York,,White Nationalist,,,2004
Rebel Brigade Knights of the KKK,Martinsville,Virginia,,Ku Klux Klan,,,2004
Remnant Outreach Ministries,Cottonwood,Arizona,,Christian Identity,,,2004
Resistance Records,Hillsboro,West Virginia,,Hate Music,,,2004
Scioto Valley Skinheads,Portsmouth,Ohio,,Racist Skinhead,,,2004
Scriptures for America Worldwide Ministries,Laporte,Colorado,,Christian Identity,,,2004
Sigrdrifa,Vancouver,Washington,,White Nationalist,,,2004
The Social Contract Press,Petoskey,Michigan,,White Nationalist,,,2004
Sons of Liberty,Arabi,Louisiana,,Neo-Nazi,,,2004
Southern European Aryans League Army,Muncie,Indiana,,White Nationalist,,,2004
Southern Patriot Organized Order of Knights KKK,Wynnewood,Oklahoma,,Ku Klux Klan,,,2004
Southern Realm Invisible Knights of the KKK Inc.,Lincolnton,North Carolina,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Beulaville,North Carolina,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Gainesville,Florida,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Gibbsboro,New Jersey,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Homosassa,Florida,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Lucedale,Mississippi,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Naples,Florida,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Register,Georgia,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Robinsonville,Mississippi,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,San Leon,Texas,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Savannah,Georgia,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Ward,Arkansas,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,Watson,Louisiana,,Ku Klux Klan,,,2004
Southern White Knights of the KKK,,Pennsylvania,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Virginia,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,South Carolina,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Tennessee,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Michigan,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Alabama,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Maryland,,Ku Klux Klan,,Yes,2004
Southern White Knights of the KKK,,Ohio,,Ku Klux Klan,,Yes,2004
SS Enterprises,Fresno,California,,Neo-Nazi,,,2004
SS Regalia,Edgewater,Maryland,,Neo-Nazi,,,2004
Stormfront,West Palm Beach,Florida,Stormfront,White Nationalist,,,2004
TCB Hate Crew,Chicago,Illinois,,Racist Skinhead,,,2004
TCB Hate Crew,Dallas,Texas,,Racist Skinhead,,,2004
TCB Hate Crew,St Louis,Missouri,,Racist Skinhead,,,2004
Texas Knights of the Invisible Empire Inc.,San Antonia,Texas,,Ku Klux Klan,,,2004
The Hated,Duval County,Florida,,Racist Skinhead,,,2004
The Hated,Newark,New Jersey,,Racist Skinhead,,,2004
The Hated,Toms River,New Jersey,,Racist Skinhead,,,2004
The International Conspiratological Association,Coeur D'Alene,Idaho,,Holocaust Denial,,,2004
The Redneck Shop,Laurens,South Carolina,,General Hate,,,2004
Thule Publications,Portland,Oregon,,Neo-Nazi,,,2004
Trenton State Skinhead,Trenton,New Jersey,,Racist Skinhead,,,2004
Tualatin Valley Skins,Portland,Oregon,,Racist Skinhead,,,2004
U.S. Klans Knights of the KKK,Germantown,Ohio,,Ku Klux Klan,,,2004
U.S. Klans Knights of the KKK,Leitchfield,Kentucky,,Ku Klux Klan,,,2004
U.S. Klans Knights of the KKK,Sparta,Missouri,,Ku Klux Klan,,,2004
U.S. Klans Knights of the KKK,Springfield,Tennessee,,Ku Klux Klan,,,2004
Unholy Records,Marlinton,West Virginia,,Hate Music,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Athens,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Atlanta,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Augusta,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Brooklyn,New York,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Decatur,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Eatonton,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Hartford,Connecticut,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Little Rock,Arkansas,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Macon,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Philadelphia,Pennsylvania,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Savannah,Georgia,,Black Separatist,,,2004
United Nuwaubian Nation of Moors/All Eyes on Egipt,Washington,District of Columbia,,Black Separatist,,,2004
United Patriots and Associates,Shreveport,Louisiana,,White Nationalist,,,2004
United Skinheads of Atlanta,Atlanta,Georgia,,Racist Skinhead,,,2004
VDARE Foundation,Warrenton,Virginia,,White Nationalist,,,2004
Vinland Winds Records,New York,New York,,Hate Music,,,2004
Virginia Christian Israelites,Round Hill,Virginia,,Christian Identity,,,2004
Virginia Publishing Company,Lynchburg,Virginia,,Christian Identity,,,2004
Volksfront,Boston,Massachusetts,,Racist Skinhead,,,2004
Volksfront,Concord,California,,Racist Skinhead,,,2004
Volksfront,Eugene,Oregon,,Racist Skinhead,,,2004
Volksfront,Los Angeles,California,,Racist Skinhead,,,2004
Volksfront,Mohnton,Pennsylvania,,Racist Skinhead,,,2004
Volksfront,New York,New York,,Racist Skinhead,,,2004
Volksfront,Newhall,California,,Racist Skinhead,,,2004
Volksfront,Phoenix,Arizona,,Racist Skinhead,,,2004
Volksfront,Portland,Oregon,,Racist Skinhead,,,2004
Volksfront,Sunset Beach,California,,Racist Skinhead,,,2004
Voz de Aztlan,Whittier,California,,General Hate,,,2004
Watchman Outreach Ministries,Schell City,Missouri,,Christian Identity,,,2004
Weisman Publications,Burnsville,Minnesota,,Christian Identity,,,2004
West Virginia Skinheads,Charleston,West Virginia,,Racist Skinhead,,,2004
Westboro Baptist Church,Topeka,Kansas,Westboro Baptist Church,Anti-LGBTQ,,,2004
White Aryan Resistance,Fallbrook,California,,Neo-Nazi,,,2004
White Camelia Knights of the KKK,Cleveland,Texas,,Ku Klux Klan,,,2004
White Christian Soldiers,Lee's Summit,Missouri,,White Nationalist,,,2004
White Pittsburgh Front,Pittsburgh,Pennsylvania,,Racist Skinhead,,,2004
White Power Liberation Front,Fort Worth,Texas,,Racist Skinhead,,,2004
White Power Liberation Front,Livingston,New Jersey,,Racist Skinhead,,,2004
White Power Warehouse,Wilmington,North Carolina,,General Hate,,,2004
White Revolution,Brooks,Georgia,,Neo-Nazi,,,2004
White Revolution,Charleston,West Virginia,,Neo-Nazi,,,2004
White Revolution,Charlotte,North Carolina,,Neo-Nazi,,,2004
White Revolution,Cinnaminson,New Jersey,,Neo-Nazi,,,2004
White Revolution,Franklin,Indiana,,Neo-Nazi,,,2004
White Revolution,Haverhill,Massachusetts,,Neo-Nazi,,,2004
White Revolution,Jacksonville,Florida,,Neo-Nazi,,,2004
White Revolution,Russellville,Arkansas,,Neo-Nazi,,,2004
White Shield Knights of the KKK,Mineral Wells,West Virginia,,Ku Klux Klan,,,2004
Women for Aryan Unity,Brooklyn,New York,,Neo-Nazi,,,2004
Women for Aryan Unity,Dallas,Texas,,Neo-Nazi,,,2004
Women for Aryan Unity,O'Fallon,Missouri,,Neo-Nazi,,,2004
Women for Aryan Unity,Philadelphia,Pennsylvania,,Neo-Nazi,,,2004
Women for Aryan Unity,Raleigh,North Carolina,,Neo-Nazi,,,2004
Women for Aryan Unity,,New Jersey,,Neo-Nazi,,Yes,2004
Women for Aryan Unity,,Florida,,Neo-Nazi,,Yes,2004
World Knights of the KKK,Beulaville,North Carolina,,Ku Klux Klan,,,2004
World Knights of the KKK,Bolivar,Tennessee,,Ku Klux Klan,,,2004
World Knights of the KKK,New Castle,Pennsylvania,,Ku Klux Klan,,,2004
World Knights of the KKK,Sharpsburg,Maryland,,Ku Klux Klan,,,2004
World Knights of the KKK,Summerdale,Alabama,,Ku Klux Klan,,,2004
Yahweh's Truth,Essexville,Michigan,,Christian Identity,,,2004
14 Words Press,Wilmington,North Carolina,,White Nationalist,,,2003
88 Enterprises,Canton,Ohio,,General Hate,,,2003
AC Skins,Atlantic City,New Jersey,,Racist Skinhead,,,2003
AC Skins,Little Egg Harbor City,New Jersey,,Racist Skinhead,,,2003
AC Skins,Somers Point,New Jersey,,Racist Skinhead,,,2003
Alabama White Knights of the KKK,Birmingham,Alabama,,Ku Klux Klan,,,2003
Alabama White Knights of the KKK,Clanton,Alabama,,Ku Klux Klan,,,2003
America's Invisible Empire Knights of the KKK,Erwin,Tennessee,,Christian Identity,,,2003
America's Invisible Empire Knights of the KKK,Hartselle,Alabama,,Christian Identity,,,2003
America's Invisible Empire Knights of the KKK,Welsh,Louisiana,,Christian Identity,,,2003
America's Promise Ministries,Sandpoint,Idaho,America's Promise Ministries,Christian Identity,,,2003
American Immigration Control Foundation/Americans for Immigration Control,Monterey,Virginia,,Anti-Immigrant,,,2003
American Knights of the Ku Klux Klan,Butler,Indiana,,Ku Klux Klan,,,2003
American Knights of the Ku Klux Klan,Cedarville,Arkansas,,Ku Klux Klan,,,2003
American Knights of the Ku Klux Klan,Collinsville,Oklahoma,,Ku Klux Klan,,,2003
American Knights of the Ku Klux Klan,Seminole,Oklahoma,,Ku Klux Klan,,,2003
American Nazi Party,Westland,Michigan,,Neo-Nazi,,,2003
American Patrol/Voice of Citizens Together,Sherman Oaks,California,,Anti-Immigrant,,,2003
American Renaissance/New Century Foundation,Oakton,Virginia,American Renaissance,White Nationalist,,,2003
American Revolutionary Nationalist Nuclei,,California,,General Hate,,Yes,2003
American Third Position,Clifton,New Jersey,,White Nationalist,,,2003
American White Knights of the KKK,Cordele,Georgia,,Ku Klux Klan,,,2003
Americans for Self Determination,Falls Church,Virginia,,White Nationalist,,,2003
Artisan Publishers,Muskogee,Oklahoma,,General Hate,,,2003
Aryan Covenant Church/ACC Services,Anderson,Texas,,Christian Identity,,,2003
Aryan Nations,Calhoun,Louisiana,,Neo-Nazi,,,2003
Aryan Nations,Citrus Heights,California,,Neo-Nazi,,,2003
Aryan Nations,Clarksville,Tennessee,,Neo-Nazi,,,2003
Aryan Nations,Cumberland,Maryland,,Neo-Nazi,,,2003
Aryan Nations,Gibsonburg,Ohio,,Neo-Nazi,,,2003
Aryan Nations,Hampton Beach,New Hampshire,,Neo-Nazi,,,2003
Aryan Nations,Hayden Lake,Idaho,,Neo-Nazi,,,2003
Aryan Nations,Hurst,Texas,,Neo-Nazi,,,2003
Aryan Nations,Jonestown,Pennsylvania,,Neo-Nazi,,,2003
Aryan Nations,Junction City,Kansas,,Neo-Nazi,,,2003
Aryan Nations,London,Arkansas,,Neo-Nazi,,,2003
Aryan Nations,Mason City,Iowa,,Neo-Nazi,,,2003
Aryan Nations,Mercer,Wisconsin,,Neo-Nazi,,,2003
Aryan Nations,Milton,Florida,,Neo-Nazi,,,2003
Aryan Nations,North Bend,Oregon,,Neo-Nazi,,,2003
Aryan Nations,North Bergen,New Jersey,,Neo-Nazi,,,2003
Aryan Nations,Phoenix,Arizona,,Neo-Nazi,,,2003
Aryan Nations,Reno,Nevada,,Neo-Nazi,,,2003
Aryan Nations,Sunland,California,,Neo-Nazi,,,2003
Aryan Nations,Tacoma,Washington,,Neo-Nazi,,,2003
Aryan Nations,Talladega,Alabama,,Neo-Nazi,,,2003
Aryan Nations,Wrightsville,Georgia,,Neo-Nazi,,,2003
Aryan Nations,Leola,Pennsylvania,,Neo-Nazi,,,2003
Aryan Nations,Ulysses,Pennsylvania,,Neo-Nazi,,,2003
Aryan Nations Knights of the KKK,Adamstown,Pennsylvania,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Amherst,New York,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Bourg,Louisiana,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Calhoun,Louisiana,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Elizabethtown,North Carolina,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Great Falls,Montana,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Hurst,Texas,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Jacksonville,Florida,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Lucedale,Mississippi,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Mount Clemens,Michigan,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Munford,Alabama,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Sequatchie,Tennessee,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,St. Clairsville,Ohio,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Statesboro,Georgia,,Ku Klux Klan,,,2003
Aryan Nations Knights of the KKK,Waterbury,Connecticut,,Ku Klux Klan,,,2003
Aryan Raiders,Oceanport,New Jersey,,Neo-Nazi,,,2003
Aryan Reformation Knights,Indianapolis,Indiana,,Ku Klux Klan,,,2003
Aryan Renaissance Society,Island Heights,New Jersey,,Neo-Nazi,,,2003
Aryan Renaissance Society,Long Island,New York,,Neo-Nazi,,,2003
Aryan Renaissance Society,Moscow Mills,Missouri,,Neo-Nazi,,,2003
"Barnes Review/Foundation for Economic Liberty, Inc.",Washington,District of Columbia,"Barnes Review/Foundation for Economic Liberty, Inc.",Holocaust Denial,,,2003
Bayou Knights of the KKK,Fulton,Mississippi,,Ku Klux Klan,,,2003
Bayou Knights of the KKK,Homer,Louisiana,,Ku Klux Klan,,,2003
Bayou Knights of the KKK,Mansfield,Louisiana,,Ku Klux Klan,,,2003
Bayou Knights of the KKK,St. Amant,Louisiana,,Ku Klux Klan,,,2003
Bergen County Hooligans,Garfield,New Jersey,,Racist Skinhead,,,2003
Bergen County Hooligans,Wallington,New Jersey,,Racist Skinhead,,,2003
Blood and Honour,Kennesaw,Georgia,,Racist Skinhead,,,2003
Blood and Honour,Laguna Niguel,California,,Racist Skinhead,,,2003
